scenario,mechanism,bad_debt_rate,max_bad_debt,bad_debt_es95,avg_bad_debt,false_liquidation_count,false_liquidation_loss,total_user_loss,liquidation_count,liquidation_timing,liquidation_delay,early_liquidation_lead,ending_collateral_eth,ending_debt_usdc,window_rank,window_start_date,window_end_date,window_cumulative_return,window_max_drawdown,delay_for_score,solvency_feasible,pareto_efficient,topsis_score,topsis_rank,bad_debt_es95_rank,false_liquidation_loss_rank,total_user_loss_rank,liquidation_delay_rank,liquidation_count_rank,mean_rank,metric_win_count,user_risk_axis,protocol_risk_axis
rolling_drawdown_03,buffer,0.013888888888888888,42.104578085696176,42.104578085696176,42.104578085696176,0,0.0,89.79805399969428,3,3.0,3.0,0.0,0.11779902470365541,256.56586857055504,3,2025-11-27,2026-02-06,-0.39865136159848813,-0.45759831051622724,3.0,False,True,0.5547348501335153,2.5,2.5,2.0,3.5,3.5,2.5,2.8,1,22.44951349992357,52.63072260712022
rolling_drawdown_03,uspl,0.0,0.0,0.0,0.0,1,10.896526379182138,75.70374590640027,5,-58.0,0.0,58.0,0.3022596039700969,538.452030436435,3,2025-11-27,2026-02-06,-0.39865136159848813,-0.45759831051622724,0.0,True,True,0.46978223874605907,4.0,1.0,4.0,2.0,1.5,4.0,2.5,2,29.822462855782206,0.0
rolling_drawdown_04,fixed,0.2638888888888889,65.49291580262383,53.22355135146084,49.80870189044506,0,0.0,101.45826897745022,21,3.0,3.0,0.0,0.0,49.13376320107317,4,2025-12-15,2026-02-24,-0.39530220511382874,-0.45759831051622724,3.0,False,True,0.678463397741032,1.5,2.5,2.0,3.5,2.5,3.5,2.8,1,25.364567244362554,69.5967803021168
rolling_drawdown_04,twap,0.2638888888888889,309.6872997614166,264.04573077119323,251.51267211330267,0,0.0,91.47336341544793,19,5.0,5.0,0.0,0.0,248.8318744411188,4,2025-12-15,2026-02-24,-0.39530220511382874,-0.45759831051622724,5.0,False,True,0.44262187931223274,4.0,4.0,2.0,1.0,4.0,2.0,2.6,2,22.868340853861984,341.4675557115474
rolling_drawdown_04,buffer,0.2638888888888889,65.49291580262383,53.22355135146084,49.80870189044506,0,0.0,101.45826897745022,21,3.0,3.0,0.0,0.0,49.13376320107317,4,2025-12-15,2026-02-24,-0.39530220511382874,-0.45759831051622724,3.0,False,True,0.678463397741032,1.5,2.5,2.0,3.5,2.5,3.5,2.8,1,25.364567244362554,69.5967803021168
rolling_drawdown_04,uspl,0.013888888888888888,0.593523476894859,0.593523476894859,0.593523476894859,2,14.599837544900796,99.82114191799418,8,-42.0,0.0,42.0,0.0594383489629503,81.8763043901938,4,2025-12-15,2026-02-24,-0.39530220511382874,-0.45759831051622724,0.0,False,True,0.5606603094512331,3.0,1.0,4.0,2.0,1.0,1.0,1.8,3,39.55512302439934,0.7419043461185737
rolling_drawdown_05,fixed,0.2361111111111111,69.37003201648218,65.3562463123008,61.967367371906356,0,0.0,106.49734244695267,19,3.0,3.0,0.0,0.0,64.01831774424033,5,2025-12-12,2026-02-21,-0.39191837289057296,-0.45759831051622724,3.0,False,True,0.59253942138162,3.0,3.0,1.5,4.0,3.0,4.0,3.1,1,26.624335611738168,82.69875431642134
rolling_drawdown_05,twap,0.2361111111111111,278.23591901748733,262.23398603468667,248.6976474268573,0,0.0,96.85325791547703,17,5.0,5.0,0.0,0.0,256.9000083737531,5,2025-12-12,2026-02-21,-0.39191837289057296,-0.45759831051622724,5.0,False,True,0.3855146503755609,4.0,4.0,1.5,2.0,4.0,3.0,2.9,1,24.213314478869258,331.7929657890585
rolling_drawdown_05,buffer,0.0,0.0,0.0,0.0,2,68.56141145885292,95.98597604239409,3,-45.0,0.0,45.0,0.20806128027048432,274.24564583541166,5,2025-12-12,2026-02-21,-0.39191837289057296,-0.45759831051622724,0.0,True,True,0.62054522597961,2.0,1.5,4.0,1.0,1.5,1.0,1.8,4,92.55790546945144,0.0
rolling_drawdown_05,uspl,0.0,0.0,0.0,0.0,4,39.15016158485027,105.20324513311618,10,-44.0,0.0,44.0,0.06555728956895751,89.9002640209699,5,2025-12-12,2026-02-21,-0.39191837289057296,-0.45759831051622724,0.0,True,True,0.7126550448015111,1.0,1.5,3.0,3.0,1.5,2.0,2.2,2,65.45097286812931,0.0
rolling_drawdown_06,fixed,0.1111111111111111,45.60656246770158,40.03163676402202,38.974109348404085,0,0.0,106.41028246844968,11,3.0,3.0,0.0,0.0,38.17332819612883,6,2025-12-04,2026-02-13,-0.39108416286106995,-0.45759831051622724,3.0,False,True,0.666919692701913,2.0,3.0,1.5,4.0,3.0,4.0,3.1,1,26.60257061711242,51.433277380947416
rolling_drawdown_06,twap,0.125,399.9691304468373,357.8420355588461,312.66433413274973,0,0.0,91.128965348447,8,6.0,6.0,0.0,0.0,343.7996705961824,6,2025-12-04,2026-02-13,-0.39108416286106995,-0.45759831051622724,6.0,False,True,0.396084077248946,4.0,4.0,1.5,1.0,4.0,2.0,2.5,2,22.78224133711175,457.83431817055543
rolling_drawdown_06,buffer,0.0,0.0,0.0,0.0,2,67.69934304891007,94.7790802684741,3,-7.0,0.0,7.0,0.21007146734509088,270.79737219564026,6,2025-12-04,2026-02-13,-0.39108416286106995,-0.45759831051622724,0.0,True,True,0.6177235425398144,3.0,1.5,4.0,2.0,1.5,1.0,2.0,3,91.39411311602859,0.0
rolling_drawdown_06,uspl,0.0,0.0,0.0,0.0,4,37.10817327906144,102.92291469565527,10,-44.0,0.0,44.0,0.0789293736328025,107.92068365201715,6,2025-12-04,2026-02-13,-0.39108416286106995,-0.45759831051622724,0.0,True,True,0.6878486729463503,1.0,1.5,3.0,3.0,1.5,3.0,2.4,2,62.838901952975256,0.0
rolling_drawdown_07,fixed,0.0,0.0,0.0,0.0,2,64.00099079929133,106.66831799881889,4,3.0,3.0,0.0,0.11099752341410041,142.22442399842518,7,2026-01-15,2026-03-27,-0.38646363044510157,-0.45759831051622724,3.0,True,False,0.6777937821226248,3.0,1.5,3.5,3.0,3.0,1.5,2.5,2,90.66807029899606,0.0
rolling_drawdown_07,twap,0.7361111111111112,244.5356275117561,242.20019440028278,233.10594388956568,0,0.0,101.70845336391723,52,9.0,9.0,0.0,0.0,241.42171669645836,7,2026-01-15,2026-03-27,-0.38646363044510157,-0.45759831051622724,9.0,False,True,0.2776234765141976,4.0,4.0,1.0,1.0,4.0,4.0,2.8,2,25.427113340979307,303.3341012782218
rolling_drawdown_07,buffer,0.0,0.0,0.0,0.0,2,64.00099079929133,106.66831799881888,4,-9.0,0.0,9.0,0.11070621192303695,142.22442399842518,7,2026-01-15,2026-03-27,-0.38646363044510157,-0.45759831051622724,0.0,True,True,0.7227788330814334,2.0,1.5,3.5,2.0,1.5,1.5,2.0,3,90.66807029899604,0.0
rolling_drawdown_07,uspl,0.013888888888888888,0.9333257395498435,0.9333257395498435,0.9333257395498435,5,46.17962943469764,111.40410882503909,12,-8.0,0.0,8.0,0.03563684322942667,47.50860747402098,7,2026-01-15,2026-03-27,-0.38646363044510157,-0.45759831051622724,0.0,False,True,0.7661760437361339,1.0,3.0,2.0,4.0,1.5,3.0,2.7,1,74.0306566409574,1.1666571744373044
rolling_drawdown_08,fixed,0.0,0.0,0.0,0.0,1,6.280696096805306,94.21044145207958,4,3.0,3.0,0.0,0.0900873308225609,125.61392193610611,8,2025-12-16,2026-02-25,-0.3749983319848691,-0.45759831051622724,3.0,True,True,0.671764314243818,2.5,2.0,3.5,1.5,2.5,1.5,2.2,3,29.833306459825202,0.0
rolling_drawdown_08,twap,0.2638888888888889,189.25342942028487,74.43979777121314,41.40840918387177,0,0.0,98.68270818780876,19,6.0,6.0,0.0,0.0,36.16858722152257,8,2025-12-16,2026-02-25,-0.3749983319848691,-0.45759831051622724,6.0,False,True,0.31575613648961287,4.0,4.0,1.0,4.0,4.0,4.0,3.4,1,24.67067704695219,121.75315512628435
rolling_drawdown_08,buffer,0.0,0.0,0.0,0.0,1,6.280696096805306,94.21044145207958,4,3.0,3.0,0.0,0.0900873308225609,125.61392193610611,8,2025-12-16,2026-02-25,-0.3749983319848691,-0.45759831051622724,3.0,True,True,0.671764314243818,2.5,2.0,3.5,1.5,2.5,1.5,2.2,3,29.833306459825202,0.0
rolling_drawdown_08,uspl,0.0,0.0,0.0,0.0,1,4.98545458960022,95.50568295928467,7,2.0,2.0,0.0,0.07250119414925439,99.70909179200439,8,2025-12-16,2026-02-25,-0.3749983319848691,-0.45759831051622724,2.0,True,True,0.7138615402181483,1.0,2.0,2.0,3.0,1.0,3.0,2.2,2,28.861875329421387,0.0
rolling_drawdown_09,fixed,0.2638888888888889,96.09218249141367,85.72675905477541,78.67468771433383,0,0.0,101.48728109895498,20,3.0,3.0,0.0,0.0,82.27161790922932,9,2025-12-14,2026-02-23,-0.3726966471741059,-0.45759831051622724,3.0,False,True,0.6201798379882397,2.0,3.0,1.5,3.0,3.0,4.0,2.9,1,25.371820274738745,109.74980467762883
rolling_drawdown_09,twap,0.25,344.24834932812405,299.9620666045231,288.01125371625716,0,0.0,91.34086337625031,18,5.0,5.0,0.0,0.0,285.1999723633228,9,2025-12-14,2026-02-23,-0.3726966471741059,-0.45759831051622724,5.0,False,True,0.42721847792080514,4.0,4.0,1.5,1.0,4.0,3.0,2.7,2,22.835215844062578,386.0241539365541
rolling_drawdown_09,buffer,0.0,0.0,0.0,0.0,1,3.300026937325514,102.30083505709094,5,2.0,2.0,0.0,0.04897221981061435,66.00053874651027,9,2025-12-14,2026-02-23,-0.3726966471741059,-0.45759831051622724,2.0,True,True,0.8088014964508539,1.0,1.5,3.0,4.0,2.0,1.0,2.3,2,28.87523570159825,0.0
rolling_drawdown_09,uspl,0.0,0.0,0.0,0.0,3,27.38327214371634,99.626667821828,9,-42.0,0.0,42.0,0.08739895380522875,119.48388345176869,9,2025-12-14,2026-02-23,-0.3726966471741059,-0.45759831051622724,0.0,True,True,0.5671505836500944,3.0,1.5,4.0,2.0,1.0,2.0,2.1,2,52.28993909917334,0.0
rolling_drawdown_10,fixed,0.19444444444444445,102.30382877676377,92.32020495259884,84.10861746533432,0,0.0,101.49348389578938,15,3.0,3.0,0.0,0.0,88.99233034454386,10,2025-12-09,2026-02-18,-0.3626240120991747,-0.45759831051622724,3.0,False,True,0.6515328965544153,2.0,3.0,1.5,3.0,3.0,4.0,2.9,1,25.373370973947345,117.89616214678978
rolling_drawdown_10,twap,0.18055555555555555,351.2642369094265,307.249820782406,296.4581713332783,0,0.0,91.31418297601327,13,5.0,5.0,0.0,0.0,292.57834874006585,10,2025-12-09,2026-02-18,-0.3626240120991747,-0.45759831051622724,5.0,False,True,0.439625748192175,4.0,4.0,1.5,1.0,4.0,3.0,2.7,2,22.828545744003318,395.0658800097626
rolling_drawdown_10,buffer,0.013888888888888888,4.674194162397939,4.674194162397939,4.674194162397939,1,0.8276804719766919,105.11541994103987,7,2.0,2.0,0.0,0.011514308904092557,16.553609439533837,10,2025-12-09,2026-02-18,-0.3626240120991747,-0.45759831051622724,2.0,False,True,0.816168341077072,1.0,2.0,3.0,4.0,2.0,1.0,2.4,1,27.10653545723666,5.842742702997423
rolling_drawdown_10,uspl,0.0,0.0,0.0,0.0,3,28.507321968062953,100.013643992093,9,-42.0,0.0,42.0,0.0867484915328674,118.5891284184715,10,2025-12-09,2026-02-18,-0.3626240120991747,-0.45759831051622724,0.0,True,True,0.5607760204588621,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2,53.5107329660862,0.0
rolling_drawdown_11,fixed,0.2361111111111111,77.69065062260529,66.18976645763145,63.110132085184965,0,0.0,101.46919966827821,19,3.0,3.0,0.0,0.0,62.356138402640156,11,2025-12-13,2026-02-22,-0.3603041350033327,-0.45759831051622724,3.0,False,True,0.6256828963262576,2.0,3.0,1.5,4.0,3.0,4.0,3.1,1,25.367299917069552,85.61242911328277
rolling_drawdown_11,twap,0.2361111111111111,323.46431350499677,278.37264657063673,266.34755929982623,0,0.0,91.41990204211771,17,5.0,5.0,0.0,0.0,263.3420909258501,11,2025-12-13,2026-02-22,-0.3603041350033327,-0.45759831051622724,5.0,False,True,0.4139833680733957,4.0,4.0,1.5,1.0,4.0,3.0,2.7,2,22.854975510529428,359.2387249468859
rolling_drawdown_11,buffer,0.0,0.0,0.0,0.0,2,9.805031867663459,101.3186626325224,5,2.0,2.0,0.0,0.05906828244115845,65.36687911775638,11,2025-12-13,2026-02-22,-0.3603041350033327,-0.45759831051622724,2.0,True,True,0.7415615387568676,1.0,1.5,3.0,3.0,2.0,1.0,2.1,2,35.13469752579406,0.0
rolling_drawdown_11,uspl,0.0,0.0,0.0,0.0,3,27.582263585873207,97.47407754485981,9,-42.0,0.0,42.0,0.10445346211293817,142.2585808710081,11,2025-12-13,2026-02-22,-0.3603041350033327,-0.45759831051622724,0.0,True,True,0.5801274234812507,3.0,1.5,4.0,2.0,1.0,2.0,2.1,2,51.95078297208816,0.0
rolling_drawdown_12,fixed,0.1527777777777778,49.41463536709611,36.130667112229595,32.867753887236084,0,0.0,101.44397028931118,13,3.0,3.0,0.0,0.0,31.702677693940764,12,2025-12-07,2026-02-16,-0.3538250791916254,-0.45759831051622724,3.0,False,True,0.7009710342503422,1.5,2.5,2.0,3.5,2.5,3.5,2.8,1,25.360992572327795,48.48432595400362
rolling_drawdown_12,twap,0.1527777777777778,240.01276192275145,123.39601993946337,92.3907087628045,0,0.0,98.80291554342318,10,6.0,6.0,0.0,0.0,84.52377261170065,12,2025-12-07,2026-02-16,-0.3538250791916254,-0.45759831051622724,6.0,False,True,0.4493973079182043,4.0,4.0,2.0,2.0,4.0,2.0,2.8,1,24.700728885855796,183.39921042015123
rolling_drawdown_12,buffer,0.1527777777777778,49.41463536709611,36.130667112229595,32.867753887236084,0,0.0,101.44397028931118,13,3.0,3.0,0.0,0.0,31.702677693940764,12,2025-12-07,2026-02-16,-0.3538250791916254,-0.45759831051622724,3.0,False,True,0.7009710342503422,1.5,2.5,2.0,3.5,2.5,3.5,2.8,1,25.360992572327795,48.48432595400362
rolling_drawdown_12,uspl,0.0,0.0,0.0,0.0,2,15.733291650066889,97.69933624518731,8,-42.0,0.0,42.0,0.0776805733819536,106.59535857641849,12,2025-12-07,2026-02-16,-0.3538250791916254,-0.45759831051622724,0.0,True,True,0.5561820057877587,3.0,1.0,4.0,1.0,1.0,1.0,1.6,4,40.15812571136372,0.0
rolling_drawdown_13,fixed,0.013888888888888888,9.891040275147532,9.891040275147532,9.891040275147532,1,3.1734652005537836,98.3774212171673,5,3.0,3.0,0.0,0.04855882220157809,63.469304011075664,13,2025-12-03,2026-02-12,-0.35260571479392133,-0.45759831051622724,3.0,False,True,0.739083277600106,1.0,3.0,3.0,2.0,2.5,1.0,2.3,1,27.76782050484561,12.363800343934415
rolling_drawdown_13,twap,0.09722222222222222,210.44840679700837,92.70217550546778,66.75323934006822,0,0.0,98.74944972995826,6,6.0,6.0,0.0,0.0,56.028733755256255,13,2025-12-03,2026-02-12,-0.35260571479392133,-0.45759831051622724,6.0,False,True,0.4389614212290269,4.0,4.0,1.5,3.0,4.0,2.0,2.9,1,24.687362432489564,145.31427720471987
rolling_drawdown_13,buffer,0.06944444444444445,22.584901077362673,7.597424367480805,6.311080127442825,0,0.0,101.35254484268646,9,3.0,3.0,0.0,0.00039985986174794754,3.966831500692229,13,2025-12-03,2026-02-12,-0.35260571479392133,-0.45759831051622724,3.0,False,True,0.7361072136183335,2.0,2.0,1.5,4.0,2.5,4.0,2.8,1,25.338136210671614,13.243649636821473
rolling_drawdown_13,uspl,0.0,0.0,0.0,0.0,2,17.6985042872697,94.01797487803549,8,-3.0,0.0,3.0,0.11055490331595852,150.65823079371125,13,2025-12-03,2026-02-12,-0.35260571479392133,-0.45759831051622724,0.0,True,True,0.5611206007721182,3.0,1.0,4.0,1.0,1.0,3.0,2.0,3,41.20299800677857,0.0
rolling_drawdown_14,fixed,0.0,0.0,0.0,0.0,0,0.0,94.61320751718571,4,3.0,3.0,0.0,0.08619729549626201,126.15094335624761,14,2025-12-21,2026-03-02,-0.34890633551849504,-0.45759831051622724,3.0,True,True,0.925740201096778,1.0,1.0,1.5,1.0,2.5,1.0,1.4,4,23.65330187929643,0.0
rolling_drawdown_14,twap,0.3472222222222222,197.84577214254887,82.62628995131699,46.92891903569649,0,0.0,98.70976489061944,24,6.0,6.0,0.0,0.0,44.219795887573035,14,2025-12-21,2026-03-02,-0.34890633551849504,-0.45759831051622724,6.0,False,False,0.42211667627915267,4.0,4.0,1.5,3.0,4.0,4.0,3.3,1,24.67744122265486,132.08773298695422
rolling_drawdown_14,buffer,0.013888888888888888,11.147975168049442,11.147975168049442,11.147975168049442,1,0.7884433959765476,100.13231128902154,7,3.0,3.0,0.0,0.012765860351327492,15.768867919530951,14,2025-12-21,2026-03-02,-0.34890633551849504,-0.45759831051622724,3.0,False,False,0.8375076744866474,2.0,3.0,3.0,4.0,2.5,2.0,2.9,0,25.821521218231933,13.934968960061802
rolling_drawdown_14,uspl,0.013888888888888888,0.8624167417681861,0.8624167417681861,0.8624167417681861,2,4.832216371065964,97.01146448182075,8,2.0,2.0,0.0,0.058669977842812665,78.18580406354674,14,2025-12-21,2026-03-02,-0.34890633551849504,-0.45759831051622724,2.0,False,True,0.5589157910634859,3.0,2.0,4.0,2.0,1.0,3.0,2.4,1,29.085082491521153,1.0780209272102326
rolling_drawdown_15,fixed,0.7083333333333334,118.33221150407404,117.02485964173597,114.58683187707466,0,0.0,106.71072950566999,52,3.0,3.0,0.0,0.0,116.58907568762328,15,2026-01-14,2026-03-26,-0.34689705946078797,-0.45759831051622724,3.0,False,True,0.5437894363281195,3.0,3.0,1.5,3.0,3.0,4.0,2.9,1,26.677682376417497,146.60791251775447
rolling_drawdown_15,twap,0.7083333333333334,332.60913406494535,319.14582640072814,306.176483424928,0,0.0,96.80728043108503,50,5.0,5.0,0.0,0.0,314.6580571793224,15,2026-01-14,2026-03-26,-0.34689705946078797,-0.45759831051622724,5.0,False,True,0.3699320275704961,4.0,4.0,1.5,1.0,4.0,3.0,2.7,2,24.20182010777126,402.29810991696445
rolling_drawdown_15,buffer,0.0,0.0,0.0,0.0,2,63.30385310065377,105.50642183442295,4,-4.0,0.0,4.0,0.12068107882269972,140.67522911256393,15,2026-01-14,2026-03-26,-0.34689705946078797,-0.45759831051622724,0.0,True,True,0.6326306167114406,2.0,1.0,4.0,2.0,1.5,1.0,1.9,3,89.6804585592595,0.0
rolling_drawdown_15,uspl,0.013888888888888888,2.833010701435512,2.833010701435512,2.833010701435512,5,42.52137168638995,110.15639142624718,11,-8.0,0.0,8.0,0.035692566851893856,47.675837276078994,15,2026-01-14,2026-03-26,-0.34689705946078797,-0.45759831051622724,0.0,False,True,0.7124474981478618,1.0,2.0,3.0,4.0,1.5,2.0,2.5,1,70.06046954295175,3.54126337679439
rolling_drawdown_16,fixed,0.1388888888888889,107.4576898815422,97.79084877199945,87.72885580377842,0,0.0,101.49863041442178,11,3.0,3.0,0.0,0.0,94.56856840215188,16,2025-12-05,2026-02-14,-0.34666246705501325,-0.45759831051622724,3.0,False,True,0.6805408069167603,2.0,3.0,2.0,3.0,3.0,4.0,3.0,1,25.374657603605446,124.655271242385
rolling_drawdown_16,twap,0.125,357.08538455043913,313.2965386850592,304.2891994123684,0,0.0,91.29204599803273,9,5.0,5.0,0.0,0.0,298.7002567299326,16,2025-12-05,2026-02-14,-0.34666246705501325,-0.45759831051622724,5.0,False,True,0.44593686557423784,4.0,4.0,2.0,1.0,4.0,1.5,2.5,3,22.823011499508183,402.567884822669
rolling_drawdown_16,buffer,0.013888888888888888,9.566379359732593,9.566379359732593,9.566379359732593,0,0.0,106.1233214723863,10,2.0,2.0,0.0,0.001442849847608271,2.0747472428619016,16,2025-12-05,2026-02-14,-0.34666246705501325,-0.45759831051622724,2.0,False,True,0.8107083678696377,1.0,2.0,2.0,4.0,2.0,3.0,2.6,1,26.530830368096574,11.957974199665742
rolling_drawdown_16,uspl,0.0,0.0,0.0,0.0,3,28.768056466550675,100.52444267715825,9,-42.0,0.0,42.0,0.08337059414060184,114.05232314742261,16,2025-12-05,2026-02-14,-0.34666246705501325,-0.45759831051622724,0.0,True,True,0.5566339405910632,3.0,1.0,4.0,2.0,1.0,1.5,1.9,3,53.89916713584024,0.0
rolling_drawdown_17,fixed,0.16666666666666666,57.793043861430675,45.03857296384003,41.856048191573535,0,0.0,101.45136893241344,14,3.0,3.0,0.0,0.0,40.78708266464315,17,2025-12-08,2026-02-17,-0.34470162010164473,-0.45759831051622724,3.0,False,True,0.6844510480532227,1.5,2.5,2.0,3.5,2.5,3.5,2.8,1,25.36284223310336,59.4868339291977
rolling_drawdown_17,twap,0.16666666666666666,249.24513975549917,132.449379129514,100.96947305387243,0,0.0,98.814850119603,11,6.0,6.0,0.0,0.0,93.5174589208523,17,2025-12-08,2026-02-17,-0.34470162010164473,-0.45759831051622724,6.0,False,True,0.4518863121960134,4.0,4.0,2.0,2.0,4.0,2.0,2.8,1,24.70371252990075,194.7606640683888
rolling_drawdown_17,buffer,0.16666666666666666,57.793043861430675,45.03857296384003,41.856048191573535,0,0.0,101.45136893241344,14,3.0,3.0,0.0,0.0,40.78708266464315,17,2025-12-08,2026-02-17,-0.34470162010164473,-0.45759831051622724,3.0,False,True,0.6844510480532227,1.5,2.5,2.0,3.5,2.5,3.5,2.8,1,25.36284223310336,59.4868339291977
rolling_drawdown_17,uspl,0.0,0.0,0.0,0.0,2,15.364189441384795,98.745779798598,8,-42.0,0.0,42.0,0.069032165261593,94.89886534095193,17,2025-12-08,2026-02-17,-0.34470162010164473,-0.45759831051622724,0.0,True,True,0.5538778062899411,3.0,1.0,4.0,1.0,1.0,1.0,1.6,4,40.05063439103429,0.0
rolling_drawdown_18,fixed,0.0,0.0,0.0,0.0,1,6.247589250545788,93.71383875818682,4,3.0,3.0,0.0,0.09672909627242872,124.95178501091576,18,2025-12-28,2026-03-09,-0.3425854304650735,-0.45759831051622724,3.0,True,True,0.6974971819675055,1.5,2.0,2.5,1.5,2.5,1.5,2.0,3,29.676048940092493,0.0
rolling_drawdown_18,twap,0.4166666666666667,178.65923861723923,64.33383453989899,30.28515870727894,0,0.0,98.65015968302667,31,6.0,6.0,0.0,0.0,26.22536651411891,18,2025-12-28,2026-03-09,-0.3425854304650735,-0.45759831051622724,6.0,False,True,0.29376133589962455,4.0,4.0,1.0,4.0,4.0,4.0,3.4,1,24.662539920756668,108.9986441942088
rolling_drawdown_18,buffer,0.0,0.0,0.0,0.0,1,6.247589250545788,93.71383875818682,4,3.0,3.0,0.0,0.09488366842331948,124.95178501091576,18,2025-12-28,2026-03-09,-0.3425854304650735,-0.45759831051622724,3.0,True,True,0.6974971819675055,1.5,2.0,2.5,1.5,2.5,1.5,2.0,3,29.676048940092493,0.0
rolling_drawdown_18,uspl,0.0,0.0,0.0,0.0,2,6.3441968321988975,94.80300031905026,8,2.0,2.0,0.0,0.0776829337289018,103.16855379364712,18,2025-12-28,2026-03-09,-0.3425854304650735,-0.45759831051622724,2.0,True,True,0.6909802847245068,3.0,2.0,4.0,3.0,1.0,3.0,2.6,2,30.04494691196146,0.0
rolling_drawdown_19,fixed,0.375,28.759384675022744,14.304952521658388,9.872674607114462,0,0.0,101.41673688805102,29,3.0,3.0,0.0,0.0,9.486808470536937,19,2025-12-23,2026-03-04,-0.3404527921314374,-0.45759831051622724,3.0,False,True,0.6980845912403671,1.5,2.5,2.0,3.5,2.5,3.5,2.8,1,25.354184222012755,21.494798690414072
